resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
7984,358,92,46,37,0,\N,"F",34,0,0,\N,\N,\N,\N,\N,\N,97
7985,358,148,44,33,0,\N,"F",35,0,0,\N,\N,\N,\N,\N,\N,97
7986,358,161,48,39,0,\N,"F",36,0,0,\N,\N,\N,\N,\N,\N,97
7987,358,88,49,35,0,\N,"F",37,0,0,\N,\N,\N,\N,\N,\N,97
7988,358,164,39,41,0,\N,"F",38,0,0,\N,\N,\N,\N,\N,\N,97
20443,342,17,9,6,1,1,"1",1,25,78,"1:50:13.355",6613355,63,2,"1:15.318","159.643",1
20444,342,20,9,5,3,2,"2",2,18,78,"+0.448",6613803,71,1,"1:15.192","159.910",1
20445,342,9,4,11,2,3,"3",3,15,78,"+1.675",6615030,72,3,"1:15.353","159.568",1
20446,342,13,6,7,4,4,"4",4,12,78,"+2.666",6616021,68,4,"1:15.503","159.251",1
20447,342,1,1,2,5,5,"5",5,10,78,"+4.363",6617718,68,10,"1:16.219","157.755",1
20448,342,4,6,8,24,6,"6",6,8,78,"+6.341",6619696,73,6,"1:15.905","158.408",1
20449,342,3,131,4,6,7,"7",7,6,78,"+6.651",6620006,65,7,"1:15.959","158.295",1
20450,342,16,10,14,12,8,"8",8,4,78,"+6.970",6620325,72,8,"1:15.963","158.287",1
20451,342,24,10,15,10,9,"9",9,2,78,"+7.305",6620660,72,9,"1:16.142","157.915",1
20452,342,67,5,16,13,10,"10",10,1,78,"+8.199",6621554,68,13,"1:16.493","157.190",1
20453,342,153,5,17,17,11,"11",11,0,78,"+9.135",6622490,73,11,"1:16.381","157.421",1
20454,342,30,131,3,7,12,"12",12,0,78,"+5.712",6619067,71,5,"1:15.580","159.089",1
20455,342,808,4,12,14,13,"13",13,0,73,\N,\N,60,12,"1:16.405","157.371",23
20456,342,812,164,20,23,14,"14",14,0,70,\N,\N,69,19,"1:19.553","151.144",4
20457,342,15,205,18,19,15,"15",15,0,70,\N,\N,69,18,"1:19.340","151.550",4
20458,342,5,205,19,18,\N,"R",16,0,58,\N,\N,57,14,"1:18.401","153.365",38
20459,342,811,164,21,22,\N,"R",17,0,58,\N,\N,58,20,"1:20.130","150.056",9
20460,342,22,3,9,9,\N,"R",18,0,30,\N,\N,22,16,"1:19.074","152.060",22
20461,342,155,15,23,16,\N,"R",19,0,26,\N,\N,24,15,"1:18.775","152.637",6
20462,342,810,166,25,21,\N,"R",20,0,25,\N,\N,19,22,"1:22.255","146.179",36
20463,342,10,166,24,20,\N,"R",21,0,22,\N,\N,11,21,"1:20.775","148.857",49
20464,342,37,15,22,15,\N,"R",22,0,21,\N,\N,21,17,"1:19.270","151.684",9
20465,342,18,1,1,8,\N,"R",23,0,2,\N,\N,2,23,"2:14.285","89.540",5
20466,342,807,3,10,11,\N,"R",24,0,0,\N,\N,\N,\N,\N,\N,33
7117,324,102,1,27,1,1,"1",1,9,78,"1:52:46.982",6766982,\N,\N,\N,\N,1
7118,324,55,25,4,3,2,"2",2,6,78,"+1.087",6768069,\N,\N,\N,\N,1
7119,324,77,1,28,5,3,"3",3,4,78,"+2.073",6769055,\N,\N,\N,\N,1
7120,324,123,3,5,6,4,"4",4,3,77,\N,\N,\N,\N,\N,\N,11
7121,324,133,21,10,22,5,"5",5,2,76,\N,\N,\N,\N,\N,\N,12
7122,324,103,33,29,24,6,"6",6,1,76,\N,\N,\N,\N,\N,\N,12
7123,324,148,46,35,20,7,"7",7,0,72,\N,\N,\N,\N,\N,\N,4
7124,324,118,32,11,13,\N,"R",8,0,66,\N,\N,\N,\N,\N,\N,20
7125,324,95,6,2,7,\N,"R",9,0,63,\N,\N,\N,\N,\N,\N,84
7126,324,147,18,24,19,\N,"R",10,0,52,\N,\N,\N,\N,\N,\N,6
7127,324,109,46,36,26,\N,"R",11,0,52,\N,\N,\N,\N,\N,\N,6
7128,324,112,27,26,18,\N,"R",12,0,47,\N,\N,\N,\N,\N,\N,6
7129,324,119,3,6,4,\N,"R",13,0,41,\N,\N,\N,\N,\N,\N,99
7130,324,110,35,22,12,\N,"R",14,0,38,\N,\N,\N,\N,\N,\N,5
7131,324,138,25,3,21,\N,"R",15,0,36,\N,\N,\N,\N,\N,\N,20
7132,324,117,6,1,2,\N,"R",16,0,30,\N,\N,\N,\N,\N,\N,84
7133,324,145,22,19,16,\N,"R",17,0,20,\N,\N,\N,\N,\N,\N,6
7134,324,101,34,7,25,\N,"R",18,0,16,\N,\N,\N,\N,\N,\N,7
7135,324,122,41,16,23,\N,"R",19,0,13,\N,\N,\N,\N,\N,\N,23
7136,324,78,27,25,17,\N,"R",20,0,12,\N,\N,\N,\N,\N,\N,24
7137,324,88,33,30,15,\N,"R",21,0,11,\N,\N,\N,\N,\N,\N,38
7138,324,94,18,23,8,\N,"R",22,0,7,\N,\N,\N,\N,\N,\N,10
7139,324,151,32,12,11,\N,"R",23,0,6,\N,\N,\N,\N,\N,\N,6
7140,324,131,34,8,14,\N,"R",24,0,3,\N,\N,\N,\N,\N,\N,7
7141,324,139,35,21,9,\N,"R",25,0,0,\N,\N,\N,\N,\N,\N,5
7142,324,137,22,20,10,\N,"D",26,0,34,\N,\N,\N,\N,\N,\N,2
7143,324,105,21,9,0,\N,"F",27,0,0,\N,\N,\N,\N,\N,\N,81
7144,324,129,45,14,0,\N,"F",28,0,0,\N,\N,\N,\N,\N,\N,81
7145,324,127,41,15,0,\N,"F",29,0,0,\N,\N,\N,\N,\N,\N,81
7146,324,90,44,33,0,\N,"F",30,0,0,\N,\N,\N,\N,\N,\N,81
7147,324,99,39,17,0,\N,"F",31,0,0,\N,\N,\N,\N,\N,\N,97
7148,324,114,39,18,0,\N,"F",32,0,0,\N,\N,\N,\N,\N,\N,97
7149,324,149,44,34,0,\N,"F",33,0,0,\N,\N,\N,\N,\N,\N,97
7150,324,92,42,31,0,\N,"F",34,0,0,\N,\N,\N,\N,\N,\N,97
7151,324,152,47,39,0,\N,"F",35,0,0,\N,\N,\N,\N,\N,\N,97
6575,308,102,1,1,1,1,"1",1,10,78,"1:53:02.334",6782334,\N,\N,\N,\N,1
6576,308,95,3,5,5,2,"2",2,6,78,"+18.348",6800682,\N,\N,\N,\N,1
6577,308,55,6,28,9,3,"3",3,4,78,"+47.455",6829789,\N,\N,\N,\N,1
6578,308,90,22,19,8,4,"4",4,3,77,\N,\N,\N,\N,\N,\N,11
6579,308,117,6,27,7,5,"5",5,2,77,\N,\N,\N,\N,\N,\N,11
6580,308,139,35,21,12,6,"6",6,1,77,\N,\N,\N,\N,\N,\N,11
6581,308,123,27,25,16,7,"7",7,0,76,\N,\N,\N,\N,\N,\N,12
6582,308,92,17,32,23,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,12
6583,308,103,26,29,13,9,"9",9,0,76,\N,\N,\N,\N,\N,\N,12
6584,308,100,27,26,26,10,"10",10,0,76,\N,\N,\N,\N,\N,\N,12
6585,308,109,35,22,21,11,"11",11,0,75,\N,\N,\N,\N,\N,\N,13
6586,308,94,18,23,14,12,"12",12,0,72,\N,\N,\N,\N,\N,\N,16
6587,308,57,32,11,25,\N,"R",13,0,64,\N,\N,\N,\N,\N,\N,44
6588,308,81,18,24,17,\N,"R",14,0,49,\N,\N,\N,\N,\N,\N,6
6589,308,127,41,15,15,\N,"R",15,0,43,\N,\N,\N,\N,\N,\N,37
6590,308,131,25,4,2,\N,"R",16,0,42,\N,\N,\N,\N,\N,\N,5
6591,308,119,3,6,3,\N,"R",17,0,42,\N,\N,\N,\N,\N,\N,20
6592,308,87,34,8,19,\N,"R",18,0,41,\N,\N,\N,\N,\N,\N,20
6593,308,105,29,9,22,\N,"R",19,0,39,\N,\N,\N,\N,\N,\N,5
6594,308,138,25,3,11,\N,"R",20,0,35,\N,\N,\N,\N,\N,\N,20
6595,308,88,26,30,20,\N,"R",21,0,24,\N,\N,\N,\N,\N,\N,5
6596,308,110,17,33,10,\N,"R",22,0,21,\N,\N,\N,\N,\N,\N,37
6597,308,122,41,16,18,\N,"R",23,0,12,\N,\N,\N,\N,\N,\N,23
6598,308,99,39,17,24,\N,"R",24,0,9,\N,\N,\N,\N,\N,\N,6
6599,308,77,1,2,6,\N,"R",25,0,9,\N,\N,\N,\N,\N,\N,20
6600,308,137,22,20,4,\N,"R",26,0,0,\N,\N,\N,\N,\N,\N,22
6601,308,141,32,12,0,\N,"F",27,0,0,\N,\N,\N,\N,\N,\N,81
6602,308,120,39,18,0,\N,"F",28,0,0,\N,\N,\N,\N,\N,\N,81
6603,308,133,29,10,0,\N,"F",29,0,0,\N,\N,\N,\N,\N,\N,81
6604,308,84,34,7,0,\N,"F",30,0,0,\N,\N,\N,\N,\N,\N,81
6605,308,78,40,34,0,\N,"F",31,0,0,\N,\N,\N,\N,\N,\N,97
6606,308,128,40,35,0,\N,"F",32,0,0,\N,\N,\N,\N,\N,\N,97
6607,308,142,42,31,0,\N,"F",33,0,0,\N,\N,\N,\N,\N,\N,97
6608,308,129,36,14,0,\N,"F",34,0,0,\N,\N,\N,\N,\N,\N,97
6085,292,95,3,5,1,1,"1",1,10,65,"1:56:10.674",6970674,\N,\N,\N,\N,1
6086,292,30,22,19,2,2,"2",2,6,65,"+23.914",6994588,\N,\N,\N,\N,1
6087,292,55,6,27,8,3,"3",3,4,65,"+26.462",6997136,\N,\N,\N,\N,1
6088,292,77,1,2,7,4,"4",4,3,65,"+1:20.647",7051321,\N,\N,\N,\N,1
6089,292,105,29,9,16,5,"5",5,2,64,\N,\N,\N,\N,\N,\N,11
6090,292,94,35,22,13,6,"6",6,1,63,\N,\N,\N,\N,\N,\N,12
6091,292,88,29,10,19,7,"7",7,0,63,\N,\N,\N,\N,\N,\N,12
6092,292,91,37,16,9,8,"8",8,0,63,\N,\N,\N,\N,\N,\N,12
6093,292,102,1,1,3,9,"9",9,0,62,\N,\N,\N,\N,\N,\N,20
6094,292,122,6,28,5,10,"10",10,0,62,\N,\N,\N,\N,\N,\N,20
6095,292,104,18,23,22,11,"11",11,0,61,\N,\N,\N,\N,\N,\N,14
6096,292,108,37,17,23,12,"12",12,0,61,\N,\N,\N,\N,\N,\N,14
6097,292,109,35,21,12,\N,"R",13,0,56,\N,\N,\N,\N,\N,\N,20
6098,292,99,36,15,18,\N,"R",14,0,56,\N,\N,\N,\N,\N,\N,20
6099,292,57,32,11,21,\N,"R",15,0,56,\N,\N,\N,\N,\N,\N,20
6100,292,100,27,26,10,\N,"R",16,0,55,\N,\N,\N,\N,\N,\N,20
6101,292,92,33,29,24,\N,"R",17,0,35,\N,\N,\N,\N,\N,\N,5
6102,292,129,25,3,15,\N,"R",18,0,30,\N,\N,\N,\N,\N,\N,20
6103,292,81,18,24,25,\N,"R",19,0,26,\N,\N,\N,\N,\N,\N,64
6104,292,127,17,33,17,\N,"R",20,0,24,\N,\N,\N,\N,\N,\N,20
6105,292,130,36,14,20,\N,"R",21,0,22,\N,\N,\N,\N,\N,\N,20
6106,292,119,3,6,4,\N,"R",22,0,19,\N,\N,\N,\N,\N,\N,20
6107,292,65,32,12,26,\N,"R",23,0,13,\N,\N,\N,\N,\N,\N,20
6108,292,123,27,25,14,\N,"R",24,0,11,\N,\N,\N,\N,\N,\N,5
6109,292,84,22,20,6,\N,"R",25,0,4,\N,\N,\N,\N,\N,\N,20
6110,292,110,25,4,11,\N,"R",26,0,2,\N,\N,\N,\N,\N,\N,5
6111,292,79,33,30,0,\N,"F",27,0,0,\N,\N,\N,\N,\N,\N,81
6112,292,128,34,7,0,\N,"F",28,0,0,\N,\N,\N,\N,\N,\N,81
6113,292,131,17,32,0,\N,"F",29,0,0,\N,\N,\N,\N,\N,\N,81
6114,292,71,34,8,0,\N,"F",30,0,0,\N,\N,\N,\N,\N,\N,81
6115,292,90,38,34,0,\N,"F",31,0,0,\N,\N,\N,\N,\N,\N,97
6116,292,135,38,35,0,\N,"F",32,0,0,\N,\N,\N,\N,\N,\N,97
5713,278,102,1,8,3,1,"1",1,10,78,"1:52:10.947",6730947,\N,\N,\N,\N,1
5714,278,71,3,0,4,2,"2",2,6,78,"+52.118",6783065,\N,\N,\N,\N,1
5715,278,55,6,27,5,3,"3",3,4,78,"+1:03.362",6794309,\N,\N,\N,\N,1
5716,278,117,3,2,1,4,"4",4,3,77,\N,\N,\N,\N,\N,\N,11
5717,278,104,18,23,17,5,"5",5,2,76,\N,\N,\N,\N,\N,\N,12
5718,278,84,27,25,13,6,"6",6,1,76,\N,\N,\N,\N,\N,\N,12
5719,278,70,32,11,20,7,"7",7,0,76,\N,\N,\N,\N,\N,\N,12
5720,278,121,1,7,9,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,12
5721,278,22,17,14,16,9,"9",9,0,76,\N,\N,\N,\N,\N,\N,12
5722,278,110,25,4,19,10,"10",10,0,76,\N,\N,\N,\N,\N,\N,12
5723,278,120,18,24,25,11,"11",11,0,75,\N,\N,\N,\N,\N,\N,13
5724,278,112,33,19,15,12,"12",12,0,75,\N,\N,\N,\N,\N,\N,13
5725,278,91,15,29,8,13,"13",13,0,74,\N,\N,\N,\N,\N,\N,14
5726,278,77,6,28,7,14,"14",14,0,70,\N,\N,\N,\N,\N,\N,4
5727,278,65,32,12,14,\N,"R",15,0,61,\N,\N,\N,\N,\N,\N,6
5728,278,119,22,6,6,\N,"R",16,0,53,\N,\N,\N,\N,\N,\N,5
5729,278,100,33,20,10,\N,"R",17,0,51,\N,\N,\N,\N,\N,\N,5
5730,278,88,29,10,18,\N,"R",18,0,46,\N,\N,\N,\N,\N,\N,20
5731,278,118,29,9,12,\N,"R",19,0,43,\N,\N,\N,\N,\N,\N,37
5732,278,30,22,5,2,\N,"R",20,0,32,\N,\N,\N,\N,\N,\N,9
5733,278,79,25,3,22,\N,"R",21,0,31,\N,\N,\N,\N,\N,\N,5
5734,278,105,26,21,24,\N,"R",22,0,28,\N,\N,\N,\N,\N,\N,6
5735,278,109,15,30,11,\N,"R",23,0,23,\N,\N,\N,\N,\N,\N,3
5736,278,123,17,15,23,\N,"R",24,0,12,\N,\N,\N,\N,\N,\N,22
5737,278,87,27,26,21,\N,"R",25,0,3,\N,\N,\N,\N,\N,\N,20
5738,278,69,26,22,0,\N,"F",26,0,0,\N,\N,\N,\N,\N,\N,81
5223,260,30,22,5,1,1,"1",1,10,78,"1:49:55.3",6595300,\N,\N,\N,\N,1
5224,260,84,1,8,8,2,"2",2,6,78,"+37.278",6632578,\N,\N,\N,\N,1
5225,260,77,6,28,3,3,"3",3,4,78,"+1:16.824",6672124,\N,\N,\N,\N,1
5226,260,110,17,15,14,4,"4",4,3,77,\N,\N,\N,\N,\N,\N,11
5227,260,55,6,27,5,5,"5",5,2,77,\N,\N,\N,\N,\N,\N,11
5228,260,105,18,24,12,6,"6",6,1,77,\N,\N,\N,\N,\N,\N,11
5229,260,109,22,6,17,7,"7",7,0,77,\N,\N,\N,\N,\N,\N,11
5230,260,106,33,19,18,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,12
5231,260,44,27,26,20,9,"9",9,0,76,\N,\N,\N,\N,\N,\N,12
5232,260,100,33,20,13,10,"10",10,0,75,\N,\N,\N,\N,\N,\N,13
5233,260,83,32,11,19,11,"11",11,0,73,\N,\N,\N,\N,\N,\N,15
5234,260,65,32,12,16,\N,"R",12,0,68,\N,\N,\N,\N,\N,\N,6
5235,260,108,30,33,24,\N,"R",13,0,53,\N,\N,\N,\N,\N,\N,68
5236,260,92,30,34,23,\N,"R",14,0,49,\N,\N,\N,\N,\N,\N,6
5237,260,104,29,9,6,\N,"R",15,0,47,\N,\N,\N,\N,\N,\N,6
5238,260,101,31,31,22,\N,"R",16,0,45,\N,\N,\N,\N,\N,\N,5
5239,260,87,25,4,10,\N,"R",17,0,40,\N,\N,\N,\N,\N,\N,5
5240,260,79,25,3,11,\N,"R",18,0,38,\N,\N,\N,\N,\N,\N,6
5241,260,103,27,25,21,\N,"R",19,0,34,\N,\N,\N,\N,\N,\N,20
5242,260,22,17,14,15,\N,"R",20,0,27,\N,\N,\N,\N,\N,\N,10
5243,260,57,1,7,2,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,4
5244,260,71,3,0,4,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,4
5245,260,81,29,10,7,\N,"R",23,0,0,\N,\N,\N,\N,\N,\N,4
5246,260,94,18,23,9,\N,"R",24,0,0,\N,\N,\N,\N,\N,\N,4
5247,260,49,15,30,0,\N,"W",25,0,0,\N,\N,\N,\N,\N,\N,54
5248,260,91,15,29,0,\N,"W",26,0,0,\N,\N,\N,\N,\N,\N,82
4825,244,30,22,1,2,1,"1",1,10,78,"1:53:11.258",6791258,\N,\N,\N,\N,1
4826,244,71,3,5,1,2,"2",2,6,78,"+34.817",6826075,\N,\N,\N,\N,1
4827,244,77,6,28,4,3,"3",3,4,78,"+1:11.447",6862705,\N,\N,\N,\N,1
4828,244,65,22,2,7,4,"4",4,3,77,\N,\N,\N,\N,\N,\N,11
4829,244,87,1,7,10,5,"5",5,2,77,\N,\N,\N,\N,\N,\N,11
4830,244,49,15,30,14,6,"6",6,1,76,\N,\N,\N,\N,\N,\N,12
4831,244,94,18,23,18,7,"7",7,0,76,\N,\N,\N,\N,\N,\N,12
4832,244,96,15,29,19,8,"8",8,0,74,\N,\N,\N,\N,\N,\N,14
4833,244,81,29,9,13,9,"9",9,0,74,\N,\N,\N,\N,\N,\N,14
4834,244,64,28,21,22,10,"10",10,0,72,\N,\N,\N,\N,\N,\N,16
4835,244,69,18,24,16,\N,"R",11,0,68,\N,\N,\N,\N,\N,\N,22
4836,244,44,27,26,12,\N,"R",12,0,65,\N,\N,\N,\N,\N,\N,20
4837,244,63,25,4,17,\N,"R",13,0,63,\N,\N,\N,\N,\N,\N,6
4838,244,22,17,14,11,\N,"R",14,0,60,\N,\N,\N,\N,\N,\N,37
4839,244,92,30,16,21,\N,"R",15,0,42,\N,\N,\N,\N,\N,\N,6
4840,244,55,6,27,5,\N,"R",16,0,41,\N,\N,\N,\N,\N,\N,20
4841,244,84,27,25,8,\N,"R",17,0,40,\N,\N,\N,\N,\N,\N,20
4842,244,89,29,10,26,\N,"R",18,0,27,\N,\N,\N,\N,\N,\N,6
4843,244,79,25,3,15,\N,"R",19,0,26,\N,\N,\N,\N,\N,\N,20
4844,244,85,30,17,25,\N,"D",20,0,23,\N,\N,\N,\N,\N,\N,2
4845,244,56,17,15,9,\N,"R",21,0,22,\N,\N,\N,\N,\N,\N,20
4846,244,14,3,6,3,\N,"R",22,0,16,\N,\N,\N,\N,\N,\N,6
4847,244,90,28,22,24,\N,"R",23,0,9,\N,\N,\N,\N,\N,\N,23
4848,244,57,1,8,6,\N,"R",24,0,8,\N,\N,\N,\N,\N,\N,5
4849,244,50,31,12,23,\N,"W",25,0,0,\N,\N,\N,\N,\N,\N,6
4850,244,93,31,11,20,\N,"W",26,0,0,\N,\N,\N,\N,\N,\N,54
4491,229,44,27,9,14,1,"1",1,10,75,"2:00:45.629",7245629,\N,\N,\N,\N,1
4492,229,14,1,8,5,2,"2",2,6,75,"+4.828",7250457,\N,\N,\N,\N,1
4493,229,65,15,14,13,3,"3",3,4,75,"+37.503",7283132,\N,\N,\N,\N,1
4494,229,49,15,15,9,4,"4",4,3,74,\N,\N,\N,\N,\N,\N,54
4495,229,63,25,19,11,5,"5",5,2,70,\N,\N,\N,\N,\N,\N,4
4496,229,57,1,7,8,6,"6",6,1,70,\N,\N,\N,\N,\N,\N,4
4497,229,56,6,2,7,7,"7",7,0,68,\N,\N,\N,\N,\N,\N,4
4498,229,35,3,6,10,\N,"R",8,0,66,\N,\N,\N,\N,\N,\N,4
4499,229,55,22,3,3,\N,"R",9,0,60,\N,\N,\N,\N,\N,\N,22
4500,229,69,28,22,21,\N,"R",10,0,60,\N,\N,\N,\N,\N,\N,4
4501,229,71,3,5,2,\N,"R",11,0,40,\N,\N,\N,\N,\N,\N,5
4502,229,84,17,12,16,\N,"R",12,0,30,\N,\N,\N,\N,\N,\N,20
4503,229,77,22,4,4,\N,"R",13,0,9,\N,\N,\N,\N,\N,\N,6
4504,229,64,27,10,17,\N,"R",14,0,5,\N,\N,\N,\N,\N,\N,7
4505,229,73,29,16,20,\N,"R",15,0,3,\N,\N,\N,\N,\N,\N,20
4506,229,79,25,18,15,\N,"R",16,0,2,\N,\N,\N,\N,\N,\N,20
4507,229,30,6,1,1,\N,"R",17,0,0,\N,\N,\N,\N,\N,\N,20
4508,229,22,17,11,6,\N,"R",18,0,0,\N,\N,\N,\N,\N,\N,20
4509,229,83,18,20,19,\N,"R",19,0,0,\N,\N,\N,\N,\N,\N,4
4510,229,21,18,21,18,\N,"R",20,0,0,\N,\N,\N,\N,\N,\N,4
4511,229,50,29,17,12,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,20
4512,229,85,28,23,22,\N,"F",22,0,0,\N,\N,\N,\N,\N,\N,82
4095,211,30,6,5,2,1,"1",1,10,62,"2:00:05.654",7205654,\N,\N,\N,\N,1
4096,211,22,24,22,10,2,"2",2,6,62,"+53.306",7258960,\N,\N,\N,\N,1
4097,211,56,6,6,15,3,"3",3,4,62,"+1:22.108",7287762,\N,\N,\N,\N,1
4098,211,44,20,14,12,4,"4",4,3,62,"+1:44.402",7310056,\N,\N,\N,\N,1
4099,211,63,25,19,14,5,"5",5,2,61,\N,\N,\N,\N,\N,\N,11
4100,211,21,17,12,4,6,"6",6,1,61,\N,\N,\N,\N,\N,\N,11
4101,211,76,24,23,19,7,"7",7,0,61,\N,\N,\N,\N,\N,\N,11
4102,211,50,25,18,22,8,"8",8,0,60,\N,\N,\N,\N,\N,\N,12
4103,211,77,22,8,17,9,"9",9,0,60,\N,\N,\N,\N,\N,\N,12
4104,211,79,18,20,20,10,"10",10,0,60,\N,\N,\N,\N,\N,\N,12
4105,211,49,3,4,1,\N,"R",11,0,39,\N,\N,\N,\N,\N,\N,20
4106,211,75,20,15,21,\N,"R",12,0,36,\N,\N,\N,\N,\N,\N,20
4107,211,78,15,17,11,\N,"R",13,0,24,\N,\N,\N,\N,\N,\N,20
4108,211,55,22,7,9,\N,"R",14,0,16,\N,\N,\N,\N,\N,\N,20
4109,211,35,3,3,3,\N,"R",15,0,16,\N,\N,\N,\N,\N,\N,20
4110,211,23,17,11,6,\N,"R",16,0,10,\N,\N,\N,\N,\N,\N,20
4111,211,65,15,16,7,\N,"R",17,0,9,\N,\N,\N,\N,\N,\N,20
4112,211,15,18,21,18,\N,"R",18,0,7,\N,\N,\N,\N,\N,\N,20
4113,211,14,1,10,5,\N,"R",19,0,1,\N,\N,\N,\N,\N,\N,20
4114,211,57,1,9,8,\N,"R",20,0,1,\N,\N,\N,\N,\N,\N,4
4115,211,71,21,1,13,\N,"R",21,0,1,\N,\N,\N,\N,\N,\N,4
4116,211,64,21,2,16,\N,"R",22,0,0,\N,\N,\N,\N,\N,\N,20
3765,196,57,1,8,1,1,"1",1,10,78,"1:51:24.4",6684400,\N,\N,\N,\N,1
3766,196,21,22,5,3,2,"2",2,6,78,"+11.475",6695875,\N,\N,\N,\N,1
3767,196,56,6,4,7,3,"3",3,4,78,"+41.378",6725778,\N,\N,\N,\N,1
3768,196,63,21,17,8,4,"4",4,3,78,"+1:00.363",6744763,\N,\N,\N,\N,1
3769,196,35,3,1,13,5,"5",5,2,77,\N,\N,\N,\N,\N,\N,11
3770,196,64,21,16,12,6,"6",6,1,77,\N,\N,\N,\N,\N,\N,11
3771,196,65,15,15,9,7,"7",7,0,77,\N,\N,\N,\N,\N,\N,11
3772,196,71,17,9,15,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,12
3773,196,75,18,22,19,9,"9",9,0,76,\N,\N,\N,\N,\N,\N,12
3774,196,30,6,3,4,10,"10",10,0,76,\N,\N,\N,\N,\N,\N,12
3775,196,68,25,21,20,11,"11",11,0,76,\N,\N,\N,\N,\N,\N,12
3776,196,55,15,14,11,12,"12",12,0,72,\N,\N,\N,\N,\N,\N,6
3777,196,15,20,12,10,\N,"R",13,0,56,\N,\N,\N,\N,\N,\N,6
3778,196,44,20,11,18,\N,"R",14,0,49,\N,\N,\N,\N,\N,\N,36
3779,196,23,17,10,16,\N,"R",15,0,44,\N,\N,\N,\N,\N,\N,22
3780,196,25,22,6,6,\N,"R",16,0,42,\N,\N,\N,\N,\N,\N,20
3781,196,76,24,19,17,\N,"R",17,0,30,\N,\N,\N,\N,\N,\N,22
3782,196,14,1,7,2,\N,"R",18,0,17,\N,\N,\N,\N,\N,\N,5
3783,196,22,24,18,14,\N,"R",19,0,11,\N,\N,\N,\N,\N,\N,22
3784,196,49,3,2,5,\N,"R",20,0,5,\N,\N,\N,\N,\N,\N,4
3785,196,74,18,23,21,\N,"R",21,0,0,\N,\N,\N,\N,\N,\N,20
3786,196,73,25,20,0,\N,"F",22,0,0,\N,\N,\N,\N,\N,\N,81
3370,178,30,6,3,2,1,"1",1,10,78,"1:49:31.812",6571812,\N,\N,\N,\N,1
3371,178,56,6,4,4,2,"2",2,6,78,"+30.476",6602288,\N,\N,\N,\N,1
3372,178,57,1,1,1,3,"3",3,4,78,"+37.483",6609295,\N,\N,\N,\N,1
3373,178,49,17,8,6,4,"4",4,3,78,"+54.009",6625821,\N,\N,\N,\N,1
3374,178,21,22,9,9,5,"5",5,2,77,\N,\N,\N,\N,\N,\N,11
3375,178,25,22,10,10,6,"6",6,1,77,\N,\N,\N,\N,\N,\N,11
3376,178,15,20,19,7,7,"7",7,0,77,\N,\N,\N,\N,\N,\N,11
3377,178,70,3,5,11,8,"8",8,0,76,\N,\N,\N,\N,\N,\N,12
3378,178,22,24,16,5,9,"9",9,0,71,\N,\N,\N,\N,\N,\N,20
3379,178,23,3,6,16,\N,"R",10,0,54,\N,\N,\N,\N,\N,\N,20
3380,178,55,15,11,14,\N,"R",11,0,50,\N,\N,\N,\N,\N,\N,22
3381,178,64,15,12,15,\N,"R",12,0,49,\N,\N,\N,\N,\N,\N,22
3382,178,44,20,18,18,\N,"R",13,0,40,\N,\N,\N,\N,\N,\N,5
3383,178,14,1,2,3,\N,"R",14,0,36,\N,\N,\N,\N,\N,\N,6
3384,178,63,16,23,12,\N,"R",15,0,36,\N,\N,\N,\N,\N,\N,23
3385,178,68,21,15,19,\N,"R",16,0,36,\N,\N,\N,\N,\N,\N,5
3386,178,35,16,22,8,\N,"R",17,0,32,\N,\N,\N,\N,\N,\N,44
3387,178,65,24,17,13,\N,"R",18,0,32,\N,\N,\N,\N,\N,\N,22
3388,178,37,21,14,21,\N,"R",19,0,30,\N,\N,\N,\N,\N,\N,6
3389,178,48,18,21,22,\N,"R",20,0,24,\N,\N,\N,\N,\N,\N,20
3390,178,69,18,20,20,\N,"R",21,0,10,\N,\N,\N,\N,\N,\N,6
3391,178,71,17,7,17,\N,"R",22,0,3,\N,\N,\N,\N,\N,\N,4
3062,164,14,1,2,3,1,"1",1,10,78,"1:49:28.213",6568213,\N,\N,\N,\N,1
3063,164,22,6,4,6,2,"2",2,6,78,"+15.889",6584102,\N,\N,\N,\N,1
3064,164,21,22,11,8,3,"3",3,4,78,"+18.522",6586735,\N,\N,\N,\N,1
3065,164,56,19,7,10,4,"4",4,3,78,"+1:05.924",6634137,\N,\N,\N,\N,1
3066,164,63,15,17,13,5,"5",5,2,78,"+1:20.775",6648988,\N,\N,\N,\N,1
3067,164,57,1,1,5,6,"6",6,1,77,\N,\N,\N,\N,\N,\N,11
3068,164,35,16,22,17,7,"7",7,0,77,\N,\N,\N,\N,\N,\N,11
3069,164,2,20,15,18,8,"8",8,0,77,\N,\N,\N,\N,\N,\N,11
