qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
"1461,140,30,6,1,1,""131317"",\N,\N"
"1462,140,22,6,2,2,""131749"",\N,\N"
"1463,140,14,1,3,3,""132088"",\N,\N"
"1464,140,8,1,4,4,""132197"",\N,\N"
"1465,140,23,3,5,5,""132444"",\N,\N"
"1466,140,31,3,6,6,""132507"",\N,\N"
"1467,140,11,17,10,7,""133090"",\N,\N"
"1468,140,21,17,9,8,""133276"",\N,\N"
"1469,140,35,16,11,9,""133349"",\N,\N"
"1470,140,18,4,15,10,""133429"",\N,\N"
"1471,140,15,4,14,11,""133547"",\N,\N"
"1472,140,2,15,7,12,""133553"",\N,\N"
"1473,140,63,7,24,13,""133742"",\N,\N"
"1474,140,56,19,16,14,""133915"",\N,\N"
"1475,140,13,15,8,15,""133979"",\N,\N"
"1476,140,44,16,12,16,""134192"",\N,\N"
"1477,140,37,19,17,17,""134227"",\N,\N"
"1478,140,66,7,25,18,""135191"",\N,\N"
"1479,140,17,18,23,19,""135958"",\N,\N"
"1480,140,62,18,22,20,""136267"",\N,\N"
"1481,156,30,6,1,1,""111708"",\N,\N"
"1482,156,23,3,5,2,""111986"",\N,\N"
"1483,156,31,3,6,3,""112252"",\N,\N"
"1484,156,57,1,3,4,""112309"",\N,\N"
"1485,156,22,6,2,5,""112327"",\N,\N"
"1486,156,2,15,16,6,""112434"",\N,\N"
"1487,156,14,1,4,7,""112500"",\N,\N"
"1488,156,15,17,11,8,""112605"",\N,\N"
"1489,156,55,17,12,9,""112607"",\N,\N"
"1490,156,18,22,8,10,""112805"",\N,\N"
"1491,156,8,15,17,11,""112881"",\N,\N"
"1492,156,21,22,7,12,""112942"",\N,\N"
"1493,156,44,16,9,13,""113122"",\N,\N"
"1494,156,56,19,18,14,""113189"",\N,\N"
"1495,156,49,20,22,15,""113281"",\N,\N"
"1496,156,37,19,19,16,""113679"",\N,\N"
"1497,156,4,18,21,17,""113991"",\N,\N"
"1498,156,35,16,10,18,""114012"",\N,\N"
"1499,156,59,21,15,19,""114129"",\N,\N"
"1500,156,50,21,14,20,""114138"",\N,\N"
"1501,156,61,20,23,21,""114185"",\N,\N"
"1502,156,62,18,20,22,""115247"",\N,\N"
"1503,158,57,1,1,1,""130556"",\N,\N"
"1504,158,14,1,2,2,""130910"",\N,\N"
"1505,158,30,6,3,3,""131075"",\N,\N"
"1506,158,22,6,4,4,""131102"",\N,\N"
"1507,158,49,17,5,5,""131359"",\N,\N"
"1508,158,15,17,6,6,""131504"",\N,\N"
"1509,158,56,19,7,7,""131514"",\N,\N"
"1510,158,35,16,22,8,""131968"",\N,\N"
"1511,158,21,22,11,9,""131992"",\N,\N"
"1512,158,63,15,17,10,""132018"",\N,\N"
"1513,158,23,3,9,11,""132220"",\N,\N"
"1514,158,37,21,18,12,""132323"",\N,\N"
"1515,158,50,21,19,13,""132477"",\N,\N"
"1516,158,25,22,12,14,""132775"",\N,\N"
"1517,158,2,20,15,15,""133024"",\N,\N"
"1518,158,41,16,23,16,""133117"",\N,\N"
"1519,158,55,20,14,17,""133197"",\N,\N"
"1520,158,48,18,20,18,""133261"",\N,\N"
"1521,158,64,15,16,19,""133378"",\N,\N"
"1522,158,65,19,8,20,""133638"",\N,\N"
"1523,158,18,3,10,21,""133828"",\N,\N"
"1524,158,60,18,21,22,""134705"",\N,\N"
"1525,160,57,1,1,1,""124714"",\N,\N"
"1526,160,30,6,3,2,""124805"",\N,\N"
"1527,160,14,1,2,3,""125014"",\N,\N"
"1528,160,22,6,4,4,""125871"",\N,\N"
"1529,160,23,3,9,5,""125871"",\N,\N"
"1530,160,49,17,5,6,""125892"",\N,\N"
"1531,160,56,19,7,7,""125929"",\N,\N"
"1532,160,15,17,6,8,""126002"",\N,\N"
"1533,160,35,16,22,9,""126124"",\N,\N"
"1534,160,64,15,16,10,""126238"",\N,\N"
"1535,160,25,22,12,11,""126281"",\N,\N"
"1536,160,63,15,17,12,""126336"",\N,\N"
"1537,160,37,21,18,13,""126349"",\N,\N"
"1538,160,41,16,23,14,""126814"",\N,\N"
"1539,160,55,20,14,15,""126824"",\N,\N"
"1540,160,50,21,19,16,""126845"",\N,\N"
"1541,160,65,19,8,17,""127051"",\N,\N"
"1542,160,18,3,10,18,""127135"",\N,\N"
"1543,160,21,22,11,19,""127253"",\N,\N"
"1544,160,60,18,21,20,""128161"",\N,\N"
"1545,160,48,18,20,21,""128333"",\N,\N"
"1546,160,2,20,15,22,""128361"",\N,\N"
"1547,161,22,6,4,1,""125703"",\N,\N"
"1548,161,49,17,5,2,""125706"",\N,\N"
"1549,161,57,1,1,3,""125741"",\N,\N"
"1550,161,14,1,2,4,""126088"",\N,\N"
"1551,161,30,6,3,5,""126161"",\N,\N"
"1552,161,18,3,10,6,""126733"",\N,\N"
"1553,161,23,3,9,7,""126786"",\N,\N"
"1554,161,50,21,19,8,""126793"",\N,\N"
"1555,161,56,19,7,9,""126818"",\N,\N"
"1556,161,35,16,22,10,""127025"",\N,\N"
"1557,161,15,17,6,11,""127164"",\N,\N"
"1558,161,21,22,11,12,""127253"",\N,\N"
"1559,161,64,15,16,13,""127301"",\N,\N"
"1560,161,65,19,8,14,""127461"",\N,\N"
"1561,161,55,20,14,15,""127559"",\N,\N"
"1562,161,41,16,23,16,""127772"",\N,\N"
"1563,161,2,20,15,17,""127806"",\N,\N"
"1564,161,63,15,17,18,""128110"",\N,\N"
"1565,161,37,21,18,19,""128135"",\N,\N"
"1566,161,25,22,12,20,""128205"",\N,\N"
"1567,161,48,18,20,21,""128253"",\N,\N"
"1568,161,60,18,21,22,""129174"",\N,\N"
"1569,173,30,6,3,1,""135825"",\N,\N"
"1570,173,57,1,1,2,""135834"",\N,\N"
"1571,173,14,1,2,3,""136236"",\N,\N"
"1572,173,22,6,4,4,""136330"",\N,\N"
"1573,173,18,3,10,5,""136628"",\N,\N"
"1574,173,23,3,9,6,""136788"",\N,\N"
"1575,173,56,19,7,7,""136899"",\N,\N"
"1576,173,49,17,5,8,""137243"",\N,\N"
"1577,173,35,16,22,9,""137267"",\N,\N"
"1578,173,65,19,8,10,""137329"",\N,\N"
"1579,173,25,22,12,11,""137348"",\N,\N"
"1580,173,21,22,11,12,""137479"",\N,\N"
"1581,173,37,21,18,13,""137652"",\N,\N"
"1582,173,50,21,19,14,""137674"",\N,\N"
"1583,173,15,17,6,15,""137679"",\N,\N"
"1584,173,2,20,15,16,""138141"",\N,\N"
"1585,173,55,20,14,17,""138209"",\N,\N"
"1586,173,41,16,23,18,""138269"",\N,\N"
"1587,173,63,15,17,19,""138490"",\N,\N"
"1588,173,64,15,16,20,""138576"",\N,\N"
"1589,173,48,18,20,21,""139972"",\N,\N"
"1590,173,60,18,21,22,""140462"",\N,\N"
"1591,175,57,1,1,1,""130462"",\N,\N"
"1592,175,14,1,2,2,""130946"",\N,\N"
"1593,175,30,6,3,3,""131781"",\N,\N"
"1594,175,22,24,16,4,""132148"",\N,\N"
"1595,175,49,17,8,5,""132276"",\N,\N"
"1596,175,56,6,4,6,""132289"",\N,\N"
"1597,175,21,22,9,7,""132540"",\N,\N"
"1598,175,23,3,6,8,""132691"",\N,\N"
"1599,175,71,17,7,9,""132695"",\N,\N"
"1600,175,25,22,10,10,""132789"",\N,\N"
"1601,175,35,16,22,11,""132888"",\N,\N"
"1602,175,15,20,19,12,""132971"",\N,\N"
"1603,175,65,24,17,13,""132991"",\N,\N"
"1604,175,64,15,12,14,""133374"",\N,\N"
"1605,175,70,3,5,15,""133549"",\N,\N"
"1606,175,55,15,11,16,""133910"",\N,\N"
"1607,175,68,21,15,17,""134182"",\N,\N"
"1608,175,37,21,14,18,""134244"",\N,\N"
"1609,175,41,16,23,19,""134412"",\N,\N"
"1610,175,44,20,18,20,""135068"",\N,\N"
"1611,175,69,18,20,21,""135316"",\N,\N"
"1612,175,48,18,21,22,""137013"",\N,\N"
"1613,176,57,1,1,1,""116568"",\N,\N"
"1614,176,14,1,2,2,""116715"",\N,\N"
"1615,176,22,24,16,3,""117305"",\N,\N"
"1616,176,30,6,3,4,""117578"",\N,\N"
"1617,176,21,22,9,5,""117810"",\N,\N"
"1618,176,56,6,4,6,""117843"",\N,\N"
"1619,176,71,17,7,7,""117884"",\N,\N"
"1620,176,49,17,8,8,""117902"",\N,\N"
"1621,176,25,22,10,9,""118334"",\N,\N"
"1622,176,65,24,17,10,""118374"",\N,\N"
"1623,176,23,3,6,11,""118506"",\N,\N"
"1624,176,44,20,18,12,""118636"",\N,\N"
"1625,176,15,20,19,13,""118684"",\N,\N"
"1626,176,55,15,11,14,""118716"",\N,\N"
"1627,176,64,15,12,15,""119194"",\N,\N"
"1628,176,70,3,5,16,""119452"",\N,\N"
"1629,176,72,18,20,17,""120016"",\N,\N"
"1630,176,37,21,14,18,""120075"",\N,\N"
"1631,176,68,21,15,19,""120096"",\N,\N"
"1632,176,48,18,21,20,""120710"",\N,\N"
1633,176,35,16,22,21,\N,\N,\N
"1634,177,57,1,1,1,""126362"",\N,\N"
"1635,177,14,1,2,2,""126384"",\N,\N"
"1636,177,30,6,3,3,""126538"",\N,\N"
"1637,177,56,6,4,4,""126993"",\N,\N"
"1638,177,35,16,22,5,""127313"",\N,\N"
"1639,177,22,24,16,6,""127409"",\N,\N"
"1640,177,49,17,8,7,""127613"",\N,\N"
"1641,177,71,17,7,8,""127708"",\N,\N"
"1642,177,23,3,6,9,""127770"",\N,\N"
"1643,177,70,3,5,10,""128142"",\N,\N"
"1644,177,44,20,18,11,""128205"",\N,\N"
"1645,177,65,24,17,12,""128246"",\N,\N"
"1646,177,55,15,11,13,""128253"",\N,\N"
"1647,177,15,20,19,14,""128403"",\N,\N"
"1648,177,64,15,12,15,""128599"",\N,\N"
"1649,177,21,22,9,16,""128750"",\N,\N"
"1650,177,25,22,10,17,""128765"",\N,\N"
"1651,177,37,21,14,18,""129293"",\N,\N"
"1652,177,63,16,23,19,""129451"",\N,\N"
"1653,177,68,21,15,20,""129656"",\N,\N"
"1654,177,48,18,21,21,""130035"",\N,\N"
"1655,177,69,18,22,22,""130945"",\N,\N"
"1656,191,57,1,8,1,""130010"",\N,\N"
"1657,191,14,1,7,2,""130053"",\N,\N"
"1658,191,30,6,3,3,""130767"",\N,\N"
"1659,191,35,3,1,4,""130919"",\N,\N"
"1660,191,65,15,15,5,""131384"",\N,\N"
"1661,191,49,3,2,6,""131397"",\N,\N"
"1662,191,21,22,5,7,""131733"",\N,\N"
"1663,191,56,6,4,8,""131767"",\N,\N"
"1664,191,23,17,10,9,""132392"",\N,\N"
"1665,191,71,17,9,10,""132399"",\N,\N"
"1666,191,25,22,6,11,""132726"",\N,\N"
"1667,191,55,15,14,12,""133240"",\N,\N"
"1668,191,68,25,20,13,""133291"",\N,\N"
"1669,191,22,24,18,14,""133383"",\N,\N"
"1670,191,15,20,12,15,""133739"",\N,\N"
"1671,191,63,21,17,16,""133927"",\N,\N"
"1672,191,74,18,23,17,""134646"",\N,\N"
"1673,191,76,24,19,18,""134906"",\N,\N"
"1674,191,73,25,20,19,""135119"",\N,\N"
"1675,191,64,21,16,20,""135140"",\N,\N"
"1676,191,44,20,14,21,""135215"",\N,\N"
"1677,191,75,18,22,22,""135301"",\N,\N"
"1678,192,57,1,8,1,""117092"",\N,\N"
"1679,192,14,1,7,2,""117757"",\N,\N"
"1680,192,49,3,2,3,""118109"",\N,\N"
"1681,192,30,6,3,4,""118250"",\N,\N"
"1682,192,25,22,6,5,""118261"",\N,\N"
"1683,192,56,6,4,6,""118449"",\N,\N"
"1684,192,21,22,5,7,""118652"",\N,\N"
"1685,192,23,17,10,8,""118735"",\N,\N"
"1686,192,44,20,14,9,""118753"",\N,\N"
"1687,192,35,3,1,10,""118761"",\N,\N"
"1688,192,71,17,9,11,""118988"",\N,\N"
"1689,192,15,20,12,12,""119069"",\N,\N"
"1690,192,22,24,18,13,""119344"",\N,\N"
"1691,192,65,15,15,14,""119375"",\N,\N"
"1692,192,55,15,14,15,""119449"",\N,\N"
"1693,192,76,24,19,16,""119644"",\N,\N"
"1694,192,68,25,21,17,""120203"",\N,\N"
"1695,192,75,18,22,18,""120390"",\N,\N"
"1696,192,74,18,23,19,""120459"",\N,\N"
"1697,192,63,21,17,20,""120481"",\N,\N"
"1698,192,73,25,20,21,""120748"",\N,\N"
"1699,192,64,21,16,22,""120847"",\N,\N"
"1700,193,14,1,7,1,""125852"",\N,\N"
"1701,193,30,6,3,2,""126251"",\N,\N"
"1702,193,57,1,8,3,""126632"",\N,\N"
"1703,193,56,6,4,4,""126780"",\N,\N"
"1704,193,23,17,10,5,""126827"",\N,\N"
"1705,193,49,3,2,6,""126876"",\N,\N"
"1706,193,35,3,1,7,""126941"",\N,\N"
"1707,193,25,22,6,8,""127198"",\N,\N"
"1708,193,71,17,9,9,""127483"",\N,\N"
"1709,193,21,22,5,10,""127836"",\N,\N"
"1710,193,55,15,14,11,""127839"",\N,\N"
"1711,193,65,15,15,12,""128016"",\N,\N"
"1712,193,68,25,18,13,""128811"",\N,\N"
"1713,193,22,24,18,14,""129249"",\N,\N"
"1714,193,44,20,11,15,""129320"",\N,\N"
"1715,193,15,20,12,16,""129352"",\N,\N"
"1716,193,63,21,17,17,""129617"",\N,\N"
"1717,193,64,21,16,18,""129617"",\N,\N"
"1718,193,75,18,22,19,""130054"",\N,\N"
"1719,193,74,18,23,20,""130158"",\N,\N"
"1720,193,73,25,20,21,""130437"",\N,\N"
"1721,193,76,24,19,22,""131178"",\N,\N"
"1722,199,57,1,8,1,""123271"",\N,\N"
"1723,199,30,6,3,2,""123720"",\N,\N"
"1724,199,35,3,1,3,""124102"",\N,\N"
"1725,199,14,1,7,4,""124310"",\N,\N"
"1726,199,56,6,4,5,""124436"",\N,\N"
"1727,199,49,3,2,6,""124442"",\N,\N"
"1728,199,71,17,9,7,""124542"",\N,\N"
"1729,199,55,15,14,8,""125081"",\N,\N"
"1730,199,65,15,15,9,""125084"",\N,\N"
"1731,199,21,22,5,10,""125654"",\N,\N"
"1732,199,25,22,6,11,""125760"",\N,\N"
"1733,199,64,21,16,12,""126376"",\N,\N"
"1734,199,63,21,17,13,""126487"",\N,\N"
"1735,199,15,20,12,14,""126808"",\N,\N"
"1736,199,50,24,19,15,""126948"",\N,\N"
"1737,199,22,24,18,16,""126990"",\N,\N"
"1738,199,68,25,21,17,""127061"",\N,\N"
"1739,199,74,18,23,18,""128051"",\N,\N"
"1740,199,75,18,22,19,""128123"",\N,\N"
"1741,199,73,25,20,20,""128608"",\N,\N"
1742,199,23,17,9,21,\N,\N,\N
1743,199,44,20,11,22,\N,\N,\N
"1744,200,21,22,5,1,""129598"",\N,\N"
"1745,200,55,15,14,2,""130317"",\N,\N"
"1746,200,57,1,8,3,""130517"",\N,\N"
"1747,200,30,6,3,4,""130551"",\N,\N"
"1748,200,22,24,18,5,""131005"",\N,\N"
"1749,200,63,21,17,6,""131028"",\N,\N"
"1750,200,49,3,2,7,""131515"",\N,\N"
"1751,200,56,6,4,8,""131651"",\N,\N"
"1752,200,23,17,10,9,""131917"",\N,\N"
"1753,200,44,20,11,10,""132081"",\N,\N"
"1754,200,35,3,1,11,""132083"",\N,\N"
"1755,200,50,24,19,12,""132099"",\N,\N"
"1756,200,64,21,16,13,""132206"",\N,\N"
"1757,200,14,1,7,14,""132399"",\N,\N"
"1758,200,71,17,9,15,""132718"",\N,\N"
"1759,200,15,20,12,16,""132906"",\N,\N"
"1760,200,25,22,6,17,""133185"",\N,\N"
"1761,200,65,15,15,18,""133205"",\N,\N"
"1762,200,74,18,23,19,""133399"",\N,\N"
"1763,200,68,25,21,20,""134090"",\N,\N"
"1764,200,75,18,22,21,""134536"",\N,\N"
"1765,200,73,25,20,22,""134910"",\N,\N"
"1766,201,57,1,8,1,""141838"",\N,\N"
"1767,201,14,1,7,2,""142347"",\N,\N"
"1768,201,35,3,1,3,""142365"",\N,\N"
"1769,201,23,17,10,4,""142994"",\N,\N"
"1770,201,71,17,9,5,""143183"",\N,\N"
"1771,201,56,6,4,6,""143270"",\N,\N"
"1772,201,25,22,6,7,""143341"",\N,\N"
"1773,201,21,22,5,8,""143369"",\N,\N"
"1774,201,30,6,3,9,""143459"",\N,\N"
"1775,201,49,3,2,10,""143467"",\N,\N"
"1776,201,55,15,14,11,""143663"",\N,\N"
"1777,201,65,15,15,12,""144599"",\N,\N"
"1778,201,22,24,16,13,""144776"",\N,\N"
"1779,201,15,20,12,14,""144844"",\N,\N"
"1780,201,68,25,21,15,""144961"",\N,\N"
"1781,201,44,20,11,16,""145197"",\N,\N"
"1782,201,63,21,17,17,""145276"",\N,\N"
"1783,201,64,21,16,18,""145588"",\N,\N"
"1784,201,50,24,19,19,""145623"",\N,\N"
"1785,201,75,18,22,20,""146713"",\N,\N"
"1786,201,74,18,23,21,""147265"",\N,\N"
"1787,203,57,1,8,1,""148682"",\N,\N"
"1788,203,14,1,7,2,""148845"",\N,\N"
"1789,203,71,17,9,3,""149728"",\N,\N"
"1790,203,30,6,3,4,""150027"",\N,\N"
"1791,203,56,6,4,5,""150189"",\N,\N"
"1792,203,35,3,1,6,""150204"",\N,\N"
"1793,203,21,22,5,7,""150462"",\N,\N"
"1794,203,23,17,10,8,""150501"",\N,\N"
"1795,203,49,3,2,9,""150686"",\N,\N"
"1796,203,55,15,14,10,""151189"",\N,\N"
"1797,203,25,22,6,11,""151648"",\N,\N"
"1798,203,65,15,15,12,""151851"",\N,\N"
"1799,203,15,20,12,13,""152572"",\N,\N"
"1800,203,22,24,18,14,""152670"",\N,\N"
"1801,203,44,20,11,15,""152784"",\N,\N"
"1802,203,64,21,16,16,""153037"",\N,\N"
"1803,203,50,24,19,17,""153149"",\N,\N"
"1804,203,63,21,17,18,""153207"",\N,\N"
"1805,203,68,25,21,19,""153237"",\N,\N"
"1806,203,73,25,20,20,""154850"",\N,\N"
"1807,203,75,18,22,21,""155084"",\N,\N"
"1808,203,74,18,23,22,""155520"",\N,\N"
"1809,207,35,3,3,1,""129369"",\N,\N"
"1810,207,49,3,4,2,""131123"",\N,\N"
"1811,207,30,6,5,3,""131472"",\N,\N"
"1812,207,14,1,10,4,""131531"",\N,\N"
"1813,207,56,6,6,5,""131881"",\N,\N"
"1814,207,57,1,9,6,""131971"",\N,\N"
"1815,207,65,15,16,7,""132287"",\N,\N"
"1816,207,55,22,7,8,""132593"",\N,\N"
"1817,207,44,20,14,9,""132842"",\N,\N"
"1818,207,77,22,8,10,""132870"",\N,\N"
"1819,207,22,24,22,11,""133075"",\N,\N"
"1820,207,23,17,11,12,""133130"",\N,\N"
"1821,207,78,15,17,13,""133327"",\N,\N"
"1822,207,21,17,12,14,""133552"",\N,\N"
"1823,207,79,18,20,15,""133798"",\N,\N"
"1824,207,75,20,15,16,""133989"",\N,\N"
"1825,207,15,18,21,17,""134120"",\N,\N"
"1826,207,63,25,19,18,""134229"",\N,\N"
"1827,207,76,24,23,19,""134623"",\N,\N"
"1828,207,71,21,1,20,""134806"",\N,\N"
"1829,207,50,25,18,21,""134943"",\N,\N"
"1830,207,64,21,2,22,""135972"",\N,\N"
"1831,208,35,3,3,1,""116004"",\N,\N"
"1832,208,30,6,5,2,""116594"",\N,\N"
"1833,208,77,22,8,3,""116644"",\N,\N"
"1834,208,57,1,9,4,""116692"",\N,\N"
"1835,208,44,20,14,5,""116756"",\N,\N"
"1836,208,55,22,7,6,""116757"",\N,\N"
"1837,208,21,17,12,7,""116912"",\N,\N"
"1838,208,49,3,4,8,""116971"",\N,\N"
"1839,208,71,21,1,9,""117090"",\N,\N"
"1840,208,23,17,11,10,""117175"",\N,\N"
"1841,208,22,24,22,11,""117259"",\N,\N"
"1842,208,14,1,10,12,""117262"",\N,\N"
"1843,208,65,15,16,13,""117409"",\N,\N"
"1844,208,56,6,6,14,""117527"",\N,\N"
"1845,208,75,20,15,15,""117999"",\N,\N"
"1846,208,64,21,2,16,""118095"",\N,\N"
"1847,208,15,18,21,17,""118336"",\N,\N"
"1848,208,79,18,20,18,""118557"",\N,\N"
"1849,208,78,15,17,19,""118644"",\N,\N"
"1850,208,76,24,23,20,""118773"",\N,\N"
"1851,208,50,25,18,21,""118885"",\N,\N"
"1852,208,63,25,19,22,""119274"",\N,\N"
"1853,209,35,3,3,1,""124473"",\N,\N"
"1854,209,49,3,4,2,""125271"",\N,\N"
"1855,209,44,20,14,3,""125491"",\N,\N"
"1856,209,30,6,5,4,""125773"",\N,\N"
"1857,209,22,24,22,5,""125942"",\N,\N"
"1858,209,23,17,11,6,""126218"",\N,\N"
"1859,209,56,6,6,7,""126327"",\N,\N"
"1860,209,65,15,16,8,""126564"",\N,\N"
"1861,209,21,17,12,9,""126619"",\N,\N"
"1862,209,14,1,10,10,""126799"",\N,\N"
"1863,209,55,22,7,11,""127076"",\N,\N"
"1864,209,77,22,8,12,""127259"",\N,\N"
"1865,209,71,21,1,13,""127281"",\N,\N"
"1866,209,78,15,17,14,""127690"",\N,\N"
"1867,209,76,24,23,15,""128035"",\N,\N"
"1868,209,50,25,18,16,""128094"",\N,\N"
"1869,209,57,1,9,17,""128135"",\N,\N"
"1870,209,15,18,21,18,""128160"",\N,\N"
"1871,209,63,25,19,19,""128224"",\N,\N"
"1872,209,75,20,15,20,""128366"",\N,\N"
"1873,209,79,18,20,21,""128413"",\N,\N"
"1874,209,64,21,2,22,""128696"",\N,\N"
"1875,210,35,3,3,1,""123303"",\N,\N"
"1876,210,49,3,4,2,""123646"",\N,\N"
"1877,210,30,6,5,3,""123955"",\N,\N"
"1878,210,44,20,14,4,""124075"",\N,\N"
"1879,210,23,17,11,5,""124081"",\N,\N"
"1880,210,21,17,12,6,""124596"",\N,\N"
"1881,210,65,15,16,7,""124723"",\N,\N"
"1882,210,57,1,9,8,""124812"",\N,\N"
"1883,210,56,6,6,9,""124862"",\N,\N"
"1884,210,14,1,10,10,""125077"",\N,\N"
"1885,210,77,22,8,11,""125371"",\N,\N"
"1886,210,78,15,17,12,""125554"",\N,\N"
"1887,210,22,24,22,13,""125579"",\N,\N"
"1888,210,55,22,7,14,""125729"",\N,\N"
"1889,210,71,21,1,15,""125743"",\N,\N"
"1890,210,76,24,23,16,""126192"",\N,\N"
"1891,210,64,21,2,17,""126253"",\N,\N"
"1892,210,75,20,15,18,""126712"",\N,\N"
"1893,210,63,25,19,19,""126852"",\N,\N"
"1894,210,15,18,21,20,""126960"",\N,\N"
"1895,210,50,25,18,21,""127428"",\N,\N"
"1896,210,79,18,20,22,""128727"",\N,\N"
"1897,211,49,3,4,1,""118216"",\N,\N"
"1898,211,30,6,5,2,""118235"",\N,\N"
"1899,211,35,3,3,3,""118583"",\N,\N"
"1900,211,21,17,12,4,""118665"",\N,\N"
"1901,211,14,1,10,5,""118779"",\N,\N"
"1902,211,23,17,11,6,""118943"",\N,\N"
"1903,211,65,15,16,7,""119105"",\N,\N"
"1904,211,57,1,9,8,""119119"",\N,\N"
"1905,211,55,22,7,9,""119263"",\N,\N"
"1906,211,22,24,22,10,""119295"",\N,\N"
"1907,211,78,15,17,11,""119468"",\N,\N"
"1908,211,44,20,14,12,""119626"",\N,\N"
"1909,211,71,21,1,13,""119674"",\N,\N"
"1910,211,63,25,18,14,""119694"",\N,\N"
"1911,211,56,6,6,15,""119723"",\N,\N"
"1912,211,64,21,2,16,""119860"",\N,\N"
"1913,211,77,22,8,17,""120199"",\N,\N"
"1914,211,15,18,21,18,""120349"",\N,\N"
"1915,211,76,24,23,19,""120516"",\N,\N"
"1916,211,79,18,20,20,""120606"",\N,\N"
"1917,211,75,20,15,21,""120961"",\N,\N"
"1918,211,50,25,19,22,""121290"",\N,\N"
"1919,212,35,3,3,1,""116525"",\N,\N"
"1920,212,49,3,4,2,""116791"",\N,\N"
"1921,212,14,1,10,3,""117521"",\N,\N"
"1922,212,55,22,7,4,""117717"",\N,\N"
"1923,212,57,1,10,5,""117737"",\N,\N"
"1924,212,77,22,8,6,""118041"",\N,\N"
"1925,212,30,6,5,7,""118313"",\N,\N"
"1926,212,21,17,12,8,""118385"",\N,\N"
"1927,212,23,17,11,9,""118423"",\N,\N"
"1928,212,65,15,16,10,""118494"",\N,\N"
"1929,212,56,6,6,11,""118873"",\N,\N"
"1930,212,44,20,14,12,""119157"",\N,\N"
"1931,212,81,15,17,13,""119323"",\N,\N"
"1932,212,63,25,18,14,""120079"",\N,\N"
"1933,212,71,21,1,15,""120089"",\N,\N"
"1934,212,75,20,15,16,""120103"",\N,\N"
"1935,212,22,24,22,17,""120255"",\N,\N"
"1936,212,15,18,21,18,""120452"",\N,\N"
"1937,212,50,25,19,19,""120582"",\N,\N"
"1938,212,79,18,20,20,""120672"",\N,\N"
"1939,212,64,21,2,21,""121029"",\N,\N"
"1940,212,76,24,23,22,""121060"",\N,\N"
"1941,213,30,6,5,1,""118095"",\N,\N"
"1942,213,35,3,3,2,""118108"",\N,\N"
"1943,213,22,24,22,3,""118388"",\N,\N"
"1944,213,49,3,4,4,""118464"",\N,\N"
"1945,213,14,1,10,5,""118466"",\N,\N"
"1946,213,21,17,12,6,""118750"",\N,\N"
"1947,213,23,17,11,7,""118869"",\N,\N"
"1948,213,55,22,7,8,""118899"",\N,\N"
"1949,213,57,1,9,9,""118916"",\N,\N"
"1950,213,44,20,14,10,""119034"",\N,\N"
"1951,213,25,22,8,11,""119286"",\N,\N"
"1952,213,56,6,6,12,""119503"",\N,\N"
"1953,213,65,15,16,13,""119622"",\N,\N"
"1954,213,50,25,19,14,""120102"",\N,\N"
"1955,213,71,21,1,15,""120129"",\N,\N"
"1956,213,64,21,2,16,""120175"",\N,\N"
"1957,213,63,25,18,17,""120336"",\N,\N"
"1958,213,81,15,17,18,""120357"",\N,\N"
"1959,213,75,20,15,19,""120370"",\N,\N"
"1960,213,15,18,21,20,""120370"",\N,\N"
"1961,213,76,24,23,21,""120491"",\N,\N"
"1962,213,79,18,20,22,""121034"",\N,\N"
"1963,214,30,6,5,1,""114548"",\N,\N"
"1964,214,49,3,4,2,""114749"",\N,\N"
"1965,214,23,17,11,3,""114755"",\N,\N"
"1966,214,35,3,3,4,""114800"",\N,\N"
"1967,214,56,6,6,5,""114860"",\N,\N"
"1968,214,15,20,14,6,""114957"",\N,\N"
"1969,214,25,22,8,7,""114986"",\N,\N"
"1970,214,55,22,7,8,""115228"",\N,\N"
"1971,214,14,1,10,9,""115270"",\N,\N"
"1972,214,57,1,9,10,""115339"",\N,\N"
"1973,214,21,17,12,11,""115453"",\N,\N"
"1974,214,22,24,22,12,""115876"",\N,\N"
"1975,214,75,20,15,13,""115876"",\N,\N"
"1976,214,65,15,16,14,""116018"",\N,\N"
"1977,214,76,24,23,15,""116149"",\N,\N"
"1978,214,64,21,2,16,""116536"",\N,\N"
"1979,214,71,21,1,17,""116729"",\N,\N"
"1980,214,50,25,19,18,""116941"",\N,\N"
"1981,214,63,25,18,19,""117256"",\N,\N"
"1982,214,82,15,17,20,""117538"",\N,\N"
"1983,214,79,18,20,21,""117563"",\N,\N"
"1984,214,58,18,21,22,""118280"",\N,\N"
"1985,215,35,3,3,1,""121598"",\N,\N"
"1986,215,49,3,4,2,""121732"",\N,\N"
"1987,215,57,1,9,3,""121797"",\N,\N"
"1988,215,30,6,5,4,""121977"",\N,\N"
"1989,215,23,17,11,5,""122277"",\N,\N"
"1990,215,14,1,10,6,""122279"",\N,\N"
"1991,215,56,6,6,7,""122342"",\N,\N"
"1992,215,25,22,8,8,""122344"",\N,\N"
"1993,215,65,15,16,9,""122368"",\N,\N"
"1994,215,21,17,12,10,""122371"",\N,\N"
"1995,215,55,22,17,11,""122392"",\N,\N"
"1996,215,71,21,1,12,""123271"",\N,\N"
"1997,215,15,20,14,13,""123366"",\N,\N"
